ENTER_STDBY_DELAY!!
enter standby-mode! 
 
 
 *exit standby-mode! 
task_idle highWater:12
*enter task_motor!
*enter task_dyn_reg!
adc_temp:2058, vref:1255 mV
pwm output enable!
bat:4064mV, curr:370mA, ntc:8321R,  RMP:12000, duty:479, vbemf:597, bat_level:99, rpm_step:0, duty=479 
bat:3912mV, curr:1550mA, ntc:6690R,  RMP:11991, duty:902, vbemf:607, bat_level:97, rpm_step:0, duty=902 
bat:3916mV, curr:1470mA, ntc:6691R,  RMP:11991, duty:894, vbemf:533, bat_level:97, rpm_step:0, duty=894 
bat:3916mV, curr:1470mA, ntc:6691R,  RMP:11991, duty:882, vbemf:616, bat_level:97, rpm_step:0, duty=882 
bat:3922mV, curr:1370mA, ntc:6696R,  RMP:11991, duty:852, vbemf:573, bat_level:97, rpm_step:0, duty=852 
bat:3924mV, curr:1290mA, ntc:6693R,  RMP:11991, duty:842, vbemf:530, bat_level:97, rpm_step:0, duty=842 
bat:3924mV, curr:1290mA, ntc:6693R,  RMP:11991, duty:845, vbemf:557, bat_level:97, rpm_step:0, duty=845 
bat:3924mV, curr:1290mA, ntc:6684R,  RMP:11991, duty:843, vbemf:518, bat_level:97, rpm_step:0, duty=843 
bat:3924mV, curr:1290mA, ntc:6684R,  RMP:11991, duty:843, vbemf:574, bat_level:97, rpm_step:0, duty=843 
bat:3924mV, curr:1290mA, ntc:6684R,  RMP:11991, duty:846, vbemf:516, bat_level:97, rpm_step:0, duty=846 
bat:3924mV, curr:1310mA, ntc:6675R,  RMP:11991, duty:847, vbemf:575, bat_level:97, rpm_step:0, duty=847 
bat:3922mV, curr:1350mA, ntc:6671R,  RMP:11991, duty:860, vbemf:560, bat_level:97, rpm_step:0, duty=860 
bat:3922mV, curr:1330mA, ntc:6671R,  RMP:11991, duty:858, vbemf:499, bat_level:97, rpm_step:0, duty=858 
bat:3922mV, curr:1370mA, ntc:6671R,  RMP:11991, duty:864, vbemf:579, bat_level:97, rpm_step:0, duty=864 
bat:3922mV, curr:1350mA, ntc:6662R,  RMP:11991, duty:864, vbemf:509, bat_level:97, rpm_step:0, duty=864 
bat:3920mV, curr:1390mA, ntc:6649R,  RMP:11991, duty:869, vbemf:569, bat_level:97, rpm_step:0, duty=869 
bat:3922mV, curr:1350mA, ntc:6653R,  RMP:11961, duty:812, vbemf:591, bat_level:97, rpm_step:0, duty=812 
bat:3928mV, curr:1230mA, ntc:6659R,  RMP:11961, duty:834, vbemf:482, bat_level:97, rpm_step:0, duty=834 
bat:3924mV, curr:1330mA, ntc:6650R,  RMP:11961, duty:865, vbemf:499, bat_level:97, rpm_step:0, duty=865 
bat:3920mV, curr:1410mA, ntc:6640R,  RMP:11961, duty:875, vbemf:549, bat_level:97, rpm_step:0, duty=875 
bat:3920mV, curr:1410mA, ntc:6640R,  RMP:11961, duty:878, vbemf:521, bat_level:97, rpm_step:0, duty=878 
bat:3918mV, curr:1430mA, ntc:6636R,  RMP:11961, duty:879, vbemf:527, bat_level:97, rpm_step:0, duty=879 
bat:3918mV, curr:1430mA, ntc:6636R,  RMP:11961, duty:882, vbemf:519, bat_level:97, rpm_step:0, duty=882 
bat:3916mV, curr:1470mA, ntc:6622R,  RMP:11961, duty:905, vbemf:490, bat_level:97, rpm_step:0, duty=905 
bat:3912mV, curr:1590mA, ntc:6622R,  RMP:11961, duty:925, vbemf:532, bat_level:97, rpm_step:0, duty=925 
bat:3910mV, curr:1610mA, ntc:6617R,  RMP:11961, duty:928, vbemf:494, bat_level:97, rpm_step:0, duty=928 
bat:3908mV, curr:1690mA, ntc:6604R,  RMP:11961, duty:947, vbemf:500, bat_level:97, rpm_step:0, duty=947 
bat:3906mV, curr:1710mA, ntc:6599R,  RMP:11961, duty:949, vbemf:528, bat_level:97, rpm_step:0, duty=949 
bat:3906mV, curr:1730mA, ntc:6599R,  RMP:11961, duty:950, vbemf:525, bat_level:97, rpm_step:0, duty=951 
bat:3904mV, curr:1730mA, ntc:6586R,  RMP:11961, duty:950, vbemf:512, bat_level:97, rpm_step:0, duty=951 
bat:3906mV, curr:1710mA, ntc:6591R,  RMP:11961, duty:950, vbemf:532, bat_level:97, rpm_step:0, duty=951 
bat:3906mV, curr:1730mA, ntc:6591R,  RMP:11961, duty:950, vbemf:503, bat_level:97, rpm_step:0, duty=951 
bat:3906mV, curr:1730mA, ntc:6591R,  RMP:11961, duty:950, vbemf:506, bat_level:97, rpm_step:0, duty=951 
bat:3906mV, curr:1730mA, ntc:6582R,  RMP:11961, duty:950, vbemf:518, bat_level:97, rpm_step:0, duty=951 
bat:3904mV, curr:1730mA, ntc:6578R,  RMP:11961, duty:950, vbemf:454, bat_level:97, rpm_step:0, duty=951 
bat:3904mV, curr:1730mA, ntc:6578R,  RMP:11961, duty:950, vbemf:496, bat_level:97, rpm_step:0, duty=951 
bat:3906mV, curr:1730mA, ntc:6574R,  RMP:11961, duty:950, vbemf:499, bat_level:97, rpm_step:0, duty=951 
bat:3904mV, curr:1730mA, ntc:6561R,  RMP:11961, duty:950, vbemf:487, bat_level:97, rpm_step:0, duty=951 
bat:3904mV, curr:1730mA, ntc:6561R,  RMP:12036, duty:950, vbemf:471, bat_level:97, rpm_step:0, duty=951 
bat:3904mV, curr:1730mA, ntc:6561R,  RMP:12036, duty:950, vbemf:507, bat_level:97, rpm_step:0, duty=951 
bat:3902mV, curr:1730mA, ntc:6548R,  RMP:12036, duty:950, vbemf:520, bat_level:97, rpm_step:0, duty=951 
bat:3902mV, curr:1730mA, ntc:6548R,  RMP:12036, duty:950, vbemf:504, bat_level:97, rpm_step:0, duty=951 
bat:3902mV, curr:1730mA, ntc:6548R,  RMP:12036, duty:950, vbemf:465, bat_level:97, rpm_step:0, duty=951 
bat:3902mV, curr:1730mA, ntc:6539R,  RMP:12036, duty:950, vbemf:454, bat_level:97, rpm_step:0, duty=951 
bat:3902mV, curr:1730mA, ntc:6539R,  RMP:12111, duty:950, vbemf:464, bat_level:97, rpm_step:0, duty=951 
bat:3902mV, curr:1750mA, ntc:6539R,  RMP:12111, duty:950, vbemf:422, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1750mA, ntc:6526R,  RMP:12111, duty:950, vbemf:444, bat_level:97, rpm_step:0, duty=951 
bat:3902mV, curr:1750mA, ntc:6531R,  RMP:12111, duty:950, vbemf:449, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6518R,  RMP:12111, duty:950, vbemf:455, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6518R,  RMP:12111, duty:950, vbemf:463, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1750mA, ntc:6510R,  RMP:12111, duty:950, vbemf:457, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1750mA, ntc:6510R,  RMP:12111, duty:950, vbemf:439, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1750mA, ntc:6501R,  RMP:12111, duty:950, vbemf:478, bat_level:97, rpm_step:0, duty=951 
bat:3902mV, curr:1730mA, ntc:6506R,  RMP:12111, duty:950, vbemf:456, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1750mA, ntc:6501R,  RMP:12111, duty:950, vbemf:424, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6501R,  RMP:12111, duty:950, vbemf:400, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6493R,  RMP:12216, duty:950, vbemf:419, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1750mA, ntc:6485R,  RMP:12216, duty:950, vbemf:438, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1750mA, ntc:6485R,  RMP:12171, duty:950, vbemf:468, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6485R,  RMP:12111, duty:950, vbemf:480, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6476R,  RMP:12096, duty:950, vbemf:478, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6476R,  RMP:12096, duty:950, vbemf:479, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6476R,  RMP:12066, duty:950, vbemf:519, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6468R,  RMP:12066, duty:950, vbemf:485, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6460R,  RMP:12066, duty:950, vbemf:489, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6460R,  RMP:12066, duty:950, vbemf:450, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6460R,  RMP:12036, duty:950, vbemf:457, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6451R,  RMP:12036, duty:950, vbemf:453, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6451R,  RMP:12036, duty:950, vbemf:455, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1750mA, ntc:6443R,  RMP:12036, duty:950, vbemf:451, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6443R,  RMP:12036, duty:950, vbemf:456, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6439R,  RMP:12036, duty:950, vbemf:478, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6435R,  RMP:12036, duty:950, vbemf:494, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6435R,  RMP:12036, duty:950, vbemf:458, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6435R,  RMP:12036, duty:950, vbemf:459, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6427R,  RMP:12036, duty:950, vbemf:475, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6419R,  RMP:12036, duty:950, vbemf:433, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6419R,  RMP:12036, duty:950, vbemf:450, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6419R,  RMP:12036, duty:950, vbemf:471, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6411R,  RMP:12036, duty:950, vbemf:520, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6411R,  RMP:12036, duty:950, vbemf:519, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6411R,  RMP:12036, duty:950, vbemf:471, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6402R,  RMP:12036, duty:950, vbemf:483, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6402R,  RMP:12036, duty:950, vbemf:469, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6394R,  RMP:12036, duty:950, vbemf:485, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6394R,  RMP:12036, duty:950, vbemf:488, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6386R,  RMP:12036, duty:950, vbemf:465, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6386R,  RMP:12036, duty:950, vbemf:441, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6386R,  RMP:12036, duty:950, vbemf:417, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6378R,  RMP:12036, duty:950, vbemf:473, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6365R,  RMP:12036, duty:950, vbemf:470, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6365R,  RMP:12036, duty:950, vbemf:481, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1730mA, ntc:6370R,  RMP:12036, duty:950, vbemf:496, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6357R,  RMP:12036, duty:950, vbemf:491, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6349R,  RMP:12006, duty:950, vbemf:483, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6349R,  RMP:12006, duty:950, vbemf:503, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1710mA, ntc:6354R,  RMP:12006, duty:950, vbemf:483, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1710mA, ntc:6349R,  RMP:12006, duty:950, vbemf:463, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6341R,  RMP:12006, duty:950, vbemf:493, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6341R,  RMP:12006, duty:950, vbemf:523, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1710mA, ntc:6346R,  RMP:12006, duty:950, vbemf:538, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1690mA, ntc:6338R,  RMP:12006, duty:950, vbemf:513, bat_level:97, rpm_step:0, duty=951 
bat:3900mV, curr:1710mA, ntc:6330R,  RMP:12006, duty:950, vbemf:477, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6325R,  RMP:12006, duty:950, vbemf:477, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6325R,  RMP:12006, duty:950, vbemf:476, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6317R,  RMP:12006, duty:950, vbemf:468, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6317R,  RMP:12006, duty:950, vbemf:508, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1710mA, ntc:6317R,  RMP:12006, duty:950, vbemf:528, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1710mA, ntc:6317R,  RMP:11976, duty:950, vbemf:527, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6309R,  RMP:11976, duty:950, vbemf:496, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6301R,  RMP:11976, duty:950, vbemf:447, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1750mA, ntc:6301R,  RMP:11976, duty:950, vbemf:485, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6301R,  RMP:11976, duty:950, vbemf:502, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6297R,  RMP:11976, duty:950, vbemf:471, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6293R,  RMP:11976, duty:950, vbemf:488, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6289R,  RMP:11976, duty:950, vbemf:456, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6285R,  RMP:11976, duty:950, vbemf:484, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1710mA, ntc:6281R,  RMP:11976, duty:950, vbemf:498, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6277R,  RMP:11976, duty:950, vbemf:467, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6273R,  RMP:11976, duty:950, vbemf:474, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6273R,  RMP:11976, duty:950, vbemf:419, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1750mA, ntc:6269R,  RMP:11976, duty:950, vbemf:471, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6262R,  RMP:11976, duty:950, vbemf:465, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6262R,  RMP:11976, duty:950, vbemf:510, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1710mA, ntc:6257R,  RMP:11976, duty:950, vbemf:510, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6249R,  RMP:11976, duty:950, vbemf:494, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6254R,  RMP:11976, duty:950, vbemf:497, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6249R,  RMP:11976, duty:950, vbemf:487, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6246R,  RMP:11976, duty:950, vbemf:474, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6238R,  RMP:11976, duty:950, vbemf:474, bat_level:97, rpm_step:0, duty=951 
bat:3898mV, curr:1730mA, ntc:6238R,  RMP:11976, duty:950, vbemf:443, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6226R,  RMP:11976, duty:950, vbemf:470, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6226R,  RMP:11976, duty:950, vbemf:431, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1750mA, ntc:6226R,  RMP:11976, duty:950, vbemf:440, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1750mA, ntc:6218R,  RMP:11976, duty:950, vbemf:444, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1750mA, ntc:6218R,  RMP:11976, duty:950, vbemf:445, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1750mA, ntc:6210R,  RMP:11976, duty:950, vbemf:455, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1750mA, ntc:6210R,  RMP:11976, duty:950, vbemf:451, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6202R,  RMP:11976, duty:950, vbemf:477, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6202R,  RMP:11976, duty:950, vbemf:441, bat_level:97, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6202R,  RMP:11976, duty:950, vbemf:495, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1750mA, ntc:6202R,  RMP:11976, duty:950, vbemf:402, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1750mA, ntc:6194R,  RMP:11976, duty:950, vbemf:448, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6194R,  RMP:11976, duty:950, vbemf:428, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6187R,  RMP:11976, duty:950, vbemf:474, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6187R,  RMP:11976, duty:950, vbemf:510, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6179R,  RMP:11976, duty:950, vbemf:439, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6179R,  RMP:11976, duty:950, vbemf:427, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1730mA, ntc:6179R,  RMP:11976, duty:950, vbemf:490, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1710mA, ntc:6171R,  RMP:11976, duty:950, vbemf:524, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1710mA, ntc:6163R,  RMP:11976, duty:950, vbemf:540, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1710mA, ntc:6163R,  RMP:11976, duty:950, vbemf:559, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1690mA, ntc:6163R,  RMP:11976, duty:950, vbemf:550, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1690mA, ntc:6163R,  RMP:11976, duty:950, vbemf:554, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1690mA, ntc:6156R,  RMP:11976, duty:950, vbemf:559, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1690mA, ntc:6156R,  RMP:11976, duty:950, vbemf:567, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1690mA, ntc:6148R,  RMP:11976, duty:950, vbemf:577, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1690mA, ntc:6148R,  RMP:11976, duty:950, vbemf:587, bat_level:96, rpm_step:0, duty=951 
bat:3896mV, curr:1690mA, ntc:6140R,  RMP:11976, duty:950, vbemf:594, bat_level:96, rpm_step:0, duty=951 
bat:3898mV, curr:1690mA, ntc:6145R,  RMP:11961, duty:950, vbemf:598, bat_level:96, rpm_step:0, duty=951 
pwm output disable!
*exit task_dyn_reg!
*motor stop, is_use_emergency_flag:0 
 *exit task_motor!
ENTER_STDBY_DELAY!!
enter standby-mode! 
